;idn;library;title;subtitle;category;date;person;ddc;issn
987;1267434821;zdb;Gazeta żydowska;= Judiše tzeitung;;[1940-1941?];;290;
990;1127655159;zdb;Jüdische Zeitung;;JUDAICA;[1932-1937];;290;
991;1108321488;zdb;Jüdische Rundschau;allgemeine juedische Zeitung;JUDAICA;1905-1908;;320;
992;976641380;zdb;Jüdische Zeitung;unabhängige Monatszeitung für zeitgenössisches Judentum;7,7;2005-;;290;1861-4442
993;018978657;zdb;Der Ruf;unabhängige jüdische Zeitung = L' appel;;1934-1936;;290;
994;026890380;zdb;Mainzer jüdische Zeitung;jüdisches Wochenblatt für Mainz und Umgebung;;1929-1931;;070;
995;992968291;zdb;Die Jüdische Zeitung;Wochenzeitschrift der jüdischen Orthodoxie der Schweiz;JUDAICA;2009-;;290;
996;1112471715;zdb;Jüdische Zeitung;National-Jüdisches Organ;JUDAICA;1907-1920;;070;
999;1063745012;zdb;Leipziger jüdische Zeitung;Wochenblatt für die gesamten Interessen des Judentums;JUDAICA;1922-1926;;070;
1001;02136446X;zdb;Jüdische Zeitung;"für Düsseldorf, Duisburg, Mülheim-Ruhr, Oberhausen, Hamborn und Umgebung ; Düsseldorfer jüdisches Wochenblatt";;1927-1928;;070;
1002;013620819;zdb;Jüdische Zeitung;;;1932-1933;;070;
1003;013620827;zdb;Jüdische Zeitung für Ostdeutschland;;JUDAICA;1924-1931;;290;
1005;018621449;zdb;Jüdische Zeitung für Mittelsachsen;Chemnitz, Annaberg, Zwickau, Plauen;;1933-1936;;070;
1006;983266174;zdb;Jüdisches Gemeindeblatt für Mittelsachsen;Chemnitz, Annaberg, Zwickau, Plauen;;1934-1938;;290;
1009;013620800;zdb;Jüdische Zeitung;;JUDAICA;1932-1937;;290;
1010;014472112;zdb;Pressburger jüdische Zeitung;Organ für d. gesamten Interessen d. Judentums;JUDAICA;1908-1909;;290;
1011;014472120;zdb;Ungarländische jüdische Zeitung;Organ für d. gesamten Interessen d. Judentums;JUDAICA;1910-1915;;290;
1015;015008363;zdb;Der Landesverband der Israelit. Kultusgemeinden in Bayern;;13;1984-2001;;290;
1016;987093355;zdb;Jahresbericht der Israelitischen Lehrerbildungsanstalt in Würzburg;;;1920-1921;;370;
1017;1059623056;zdb;Der Israelit des neunzehnten Jahrhunderts;eine Wochenschrift für d. Kenntniß u. Reform d. israelitischen Lebens, bes. in religiös-kirchl. Beziehung;;1844-1844;;230;
1018;014473224;zdb;Der Israelit des neunzehnten Jahrhunderts;eine Wochenschrift für d. Kenntniß u. Reform d. israelitischen Lebens;;1846-1846;;070;
1020;1059651076;zdb;Der Israelit;ein Centralorgan für das orthodoxe Judenthum;JUDAICA;1860-1938;;290;
1021;1136934103;zdb;Bericht der Israelit. Heil- und Pflege-Anstalt für Nerven- und Gemüthskranke zu Sayn bei Coblenz am Rhein über ihre Thätigkeit vom ... bis ...;;;[April 1886-1894];;610;
1022;1267706724;zdb;Der Israelit;Organ des Vereines Schomer Israel;;1888-1890;;290;
1023;1158606982;zdb;Bericht über den Zustand der israelit. Waisen-Knaben-Anstalt zu Posen;;JUDAICA;1840-1840;;290;
1024;012721808;zdb;Der Israelit des neunzehnten Jahrhunderts;eine Wochenschrift für d. Kenntniß u. Reform d. israelitischen Lebens, bes. in religiös-kirchl. Beziehung;JUDAICA;1840-1848;;230;
1028;014097826;zdb;Der Jude;tzaiṭs̆rift fir ale judis̆e in:teresen;JUDAICA;1899-;;050;
1029;989515990;zdb;Der Jude in Deutschlands Gegenwart;;8,1;1846-1846;;290;
1030;367840812;zdb;Der Jude;;;1934-1938;;050;
1031;1046048848;zdb;Der Jude;ein Journal für Gewissens-Freiheit;JUDAICA;1832-1835;;290;
1033;010273115;zdb;Der Jude;;JUDAICA;1835-1835;;290;
1035;025272195;zdb;Der Jude;eine Monatsschrift;JUDAICA;1925-1928;;290;
1036;980673860;zdb;Der Jude;Eine Wochenschrift;JUDAICA;1768-1772;;290;
1039;012858846;zdb;Der Jude;eine Monatsschrift;01;1916-1928;;290;
1042;1154716740;zdb;Forschungen des wissenschaftlich-talmudischen Vereins;"Beilage zu ""Ben Chananja""";;1866-[1867?];;290;
1043;010269568;zdb;Ben Chananja;;JUDAICA;1866-1867;;290;
1044;015235769;zdb;Ben Chananja;Monatsschrift für jüdische Theologie und für jüdisches Leben in Gemeinde, Synagoge und Schule;JUDAICA;1858-1867;;290;
1471;116136434X;zdb;Gross-Berliner C.V.-Post;Nachrichtendienst des Verbandes Groß-Berliner Ortsgruppen des Central-Vereins deutscher Staatsbürger jüdischen Glaubens e.V.;JUDAICA;1925-1926;;290;
1533;012083038;zdb;Nachrichtendienst / hrsg. von d. Zentralwohlfahrtsstelle der Deutschen Juden unter Mitw. d. Hauptstelle für Jüdische Wanderfürsorge und Arbeitsnachweise;;JUDAICA;1922-1928;;070;
1537;980829623;zdb;Nachrichtendienst / hrsg. von der Zentralwohlfahrtsstelle der Deutschen Juden unter Mitwirkung der Hauptstelle für Jüdische Wanderfürsorge und Arbeitsnachweise;;JUDAICA;1922-1928;;070;
1596;015234304;zdb;Nachalath Z’wi;eine Monatsschrift für Judentum in Lehre und Tat = Nahalat Tsevi;JUDAICA;1930-1938;;290;
1598;013007351;zdb;Dibre Emeth;oder Stimmen d. Wahrheit an Israeliten u. Freunde Israels;JUDAICA;1845-1912;;290;
1599;980377471;zdb;Dibre Emeth;oder Stimmen der Wahrheit an Israeliten und Freunde Israels;0;1845-1906;;290;
1606;981238475;zdb;Deborah;= Die Biene : ein Volksblatt zur Belehrung und Unterhaltung für Israeliten;;1866-1866;;050;
1608;010287434;zdb;Die Deborah;eine deutsch-amerikanische Monatsschrift zur Förderung jüdischer Interessen in Gemeinde, Schule und Haus;JUDAICA;1855-1902;;290;
1614;980033829;zdb;Magazin für die Wissenschaft des Judenthums;;JUDAICA;1876-1893;;290;
1616;010074724;zdb;Freie zionistische Blätter;;JUDAICA;1921-1921;;070;
1672;025268589;zdb;Neue jüdische Monatshefte;Zeitschrift für Politik, Wirtschaft und Literatur in Ost und West;JUDAICA;1916-1920;;050;
1673;025268554;zdb;Ost und West;illustrierte Monatsschrift für das gesamte Judentum;JUDAICA;1901-1923;;290;
1690;1046055070;zdb;Kalender und Jahrbuch für Israeliten;auf das Jahr ..;JUDAICA;1842-1855;;290;
1691;1186275510;zdb;Volks-Kalender und Jahrbuch für Israeliten auf das Jahr der Welt ...;;JUDAICA;1857-1865;;290;
1693;980804566;zdb;Kalender und Jahrbuch für Israeliten;auf das Jahr ..;JUDAICA;1842-1851;;290;
1694;016462866;zdb;Kölner jüdisch-liberale Zeitung;Organ der Vereinigung für das Liberale Judentum der Synagogengemeinde Köln;;1927-1929;;070;
1695;015236412;zdb;Jüdisch-liberale Zeitung;;JUDAICA;1920-1934;;070;
1698;1112573402;zdb;Jüdische Volksstimme;unabhängiges unparteiisches Wochenblatt;JUDAICA;2005;;290;
1699;980033705;zdb;Jüdische Volksstimme;unabhängiges unparteiisches Wochenblatt;JUDAICA;1900-1934;;290;
1701;980405122;zdb;Der treue Zionswächter;Organ zur Wahrung der Interessen des orthodoxen Judenthums;JUDAICA;1845-1854;;070;
1703;012099422;zdb;Die jüdische Presse;Organ für d. Gesammtinteressen d. Judenthums;JUDAICA;1872-1880;;290;
1704;015235610;zdb;Neue jüdische Presse;Frankfurter israelitisches Familienblatt;JUDAICA;1919-;;070;
1705;111256926X;zdb;Jüdische Presse;Organ für die Interessen des orthodoxen Judentums;JUDAICA;2005;;070;
1706;1221290436;zdb;"Literaturblatt der ""jüdischen Presse""";;JUDAICA;[1870-1878];;290;
1707;015261107;zdb;Jüdische Presse;Organ für die Interessen des orthodoxen Judentums;JUDAICA;1920-;;070;
1708;977909980;zdb;Die jüdische Presse;Kommunikationsgeschichte im europäischen Raum = The European Jewish Press;;2006-;;070;
1709;013095358;zdb;Die jüdische Presse;"konservative Wochenschr. ; Centralorgan d. Misrachi";JUDAICA;1870-1923;;070;
1710;02707627X;zdb;Neue jüdische Presse;Frankfurter israelitisches Familienblatt;0;1902-1923;;070;
1711;984060006;zdb;Jüdische Presse;Organ für die Interessen des orthodoxen Judentums;JUDAICA;1920-1938;;070;
1713;981686737;zdb;Mitteilungen zur jüdischen Volkskunde;Organ d. Gesellschaft für Jüdische Volkskunde in Hamburg u. d. Gesellschaft für Sammlung und Konservierung von Kunst- und Historischen Denkmälern des Judentums in Wien;JUDAICA;1905-1929;;290;
1716;1112568530;zdb;Der Jüdische Arbeiter;Organ der Vereinigten zionistisch-sozialistischen Arbeiterorganisation Poale Zion;JUDAICA;1927-1934;;290;
1719;979270650;zdb;Mitteilungen der Gesellschaft für Jüdische Volkskunde;;JUDAICA;1898-1904;;290;
1723;027035093;zdb;Jahrbuch der Gesellschaft für Geschichte der Juden in der Čechoslovakischen Republik;;0;1929-1938;;943.71004924005;
1732;025267590;zdb;Zeitschrift für Demographie und Statistik der Juden;;JUDAICA;1905-1931;;290;
1735;018664261;zdb;Jüdische Rundschau;;;1912-1913;;070;
1736;015208397;zdb;Jüdische Rundschau Maccabi;unabhängige Wochenzeitung für die Schweiz und das Ausland = La gazette juive;JUDAICA;1947-2001;;290;
1737;016125118;zdb;Rigaer jüdische Rundschau;;;1929-1931;;050;
1738;110614466X;zdb;Rigaer jüdische Rundschau;;;1929-1930;;050;
1739;1001482808;zdb;Juedische Rundschau vom Illimani;;;1950-1950;;070;
1740;011865970;zdb;Jüdische Rundschau;allg. jued. Zeitung;;1932-1933;;070;
1741;1163347612;zdb;Neue Jüdische Rundschau;;;1926-1930;;070;
1744;1053355998;zdb;Jüdische Rundschau;unabhängige Monatszeitung;JUDAICA;2014-;;050;2199-3572
1745;997515503;zdb;Jüdische Rundschau;;;1928-1933;;050;
1747;1199546100;zdb;Jüdische Rundschau;= The Jewish review : by and for liberated jews in Germany;JUDAICA;[1946-1948];;290;
1750;012904686;zdb;Die Juedische Rundschau;by and for liberated jews in Germany = The Jewish review;1;1946-1948;;290;
1754;015224120;zdb;Korrespondenzblatt des Vereins zur Gründung und Erhaltung einer Akademie für die Wissenschaft des Judentums;;JUDAICA;1920-1930;;070;
1756;027369366;zdb;Anti-Semitism in Slovak politics;;JUDAICA;2000-;;290;
1757;026647974;zdb;Philatelic Judaica journal;a publication of the Judaica Historical Philatelic Society;;1972-1972;;290;
1758;026926466;zdb;Girona judaica;;;2004-;;290;
1759;019025556;zdb;The Israel-Judaica collector;the Israel-Judaica stamp club's journalty;7,7;1997-2010;;380;0269-140X
1760;018921264;zdb;Systematische catalogus van de Judaica der Bibliotheca Rosenthaliana;;JUDAICA;1936-1966;;010;
1761;01906358X;zdb;Judaica Jerusalem;exhibition and auction;7,7;1992-;;020;
1762;017596262;zdb;Jüdischer Kalender;Judaica aus Berliner Sammlungen;;1987-1988;;290;
1763;017078075;zdb;Nova bibliotheca [Anglo-Iudaica] Anglo-Judaica;a bibliographical guide to Anglo-Jewish history;;1961-1961;;290;
1764;020990650;zdb;Yûdâîqā Yerûšālem;teṣûgā û-meḵîrā pûmbît b-Îrûšālayim šel sefârîm ʿivriyyîm ʿattîqîm, teʿûdôt hisṭoriyyôt, kitvê yad nedîrîm we-ammanût yehûdît = Judaica Jerusalem;JUDAICA;1989-1991;;020;
1765;010333711;zdb;Qāṭālôg Qōhelet;sefārîm ʿivriyyîm ʿattîqîm, teʿûdôt hîsṭôriyyôt we-kitwê yād = Kohelet catalogue = Catalogue Kohelet;JUDAICA;1990-1992;;290;
1766;01084869X;zdb;Judaica;a compendium of rare and out of print books;;1985-;;290;
1767;010864245;zdb;Bibliotheca historica italo-iudaica;;;1954-1964;;290;
1768;011864400;zdb;Bikkûrîm;le-šānat .. = Bikkurim : a journal for Judaica studies;JUDAICA;1864-1865;;290;
1769;016556305;zdb;Studies in Judaica;a project of the Mandelbaum Trust;;1985-;;290;0818-8696
1770;016679482;zdb;Judaica;bibliografia publikacji polskich za lata ...;7,41;1980-;;290;
1771;013944827;zdb;[Iudaica] Judaica ibero-americana;;;1973-;;290;0716-6427
1772;025335219;zdb;Taʿarûḵā û-meḵîrā pûmbît;= Judaica sale : auction of rare books with important signatures, manuscripts & documents;7,6;2002-;;020;
1773;016712188;zdb;Katalog der Judaica und Hebraica;;;1932-1932;;290;
1774;016727568;zdb;Judaica series;;;1968-;;290;
1775;019207247;zdb;Semana judaica;o jornal da comunidade;JUDAICA;1998-2002;;070;
1776;015208362;zdb;Judaica;Vademecum für Judaica;JUDAICA;1968-;;290;
1777;01605556X;zdb;Monumenta Hebraica et Iudaica;fontes historiae literarum typographiae Hebraicarum;;1926-1926;;020;
1778;011041315;zdb;Studia Judaica;;;1974-;;290;
1779;993936431;zdb;Hungaria Judaica;;;2008-;;900;
1780;99567633X;zdb;Bibliotheca Judaica;;;2007-;;290;
1781;988831260;zdb;Hasmonaea;"Revistă de literatură, artă ṣi ṣtiinṭă judaică ; Revista Societăṭii studenṭilor universitari sioniṣti";;5697-5697;;050;
1782;98993425X;zdb;Mantua Judaica;;;1996-;;290;
1783;989835618;zdb;Judaica;;;2002-;;290;
1784;985566795;zdb;Scripta Iudaica;;;2007-;;290;1788-4128
1785;97925096X;zdb;Reihe Judaica slovaca Bratislava;;;0000-;;060;
1787;979584205;zdb;Harvard Judaica collection;;;1996-;;290;
1788;982237693;zdb;Hebraica - Judaica;"catalogue ... ; with a.o. a selection of books from the famous libraries of the late Sigmund Seligmann of Amsterdam and the late  Chief Rabbi A. S. Hirsch of Zwolle, The Netherlands";;[1965?]-1992;;020;
1790;98182238X;zdb;Hungarica Judaica;;;2002-;;290;
1791;979502810;zdb;Monograph / University of Sydney, Archive of Australian Judaica;;;1985-2004;;910;0816-3480
1792;978244893;zdb;Studia polono-judaica;= Ḥeqer yahadût Pôlîn;0;1993-;;290;
1793;1013002644;zdb;Judaica;;;2011-;;290;
1794;1013248465;zdb;Tel-Aviv stamps;"stamps, judaica, autographs, postcards, J.N.F., WWII & bank notes ; mail auction";7,6;2011-;;290;
1795;1047205157;zdb;Studia polono-judaica;= Ḥēqer yahadût Pôlîn;0;1994-1996;;290;1233-6777
1796;1060026376;zdb;Judaica Ukrainica;annual journal in jewish studies;JUDAICA;2012-;;290;2305-4034
1797;104933132X;zdb;Hermeneutica et Judaica;;;2008-;;230;
1798;1105426297;zdb;Tribuna judaica;;7,36;[1997]-;;050;1982-1743
1800;1148329072;zdb;História judaica;;LATAM;[2008?];;900;
1801;994063938;zdb;Lamm's Bibliotheca Judaica;Sammlung von Neudr. aus d. Gebiete d. jüd. Geschichte u. Literatur;;1905-1909;;290;
1802;1010084232;zdb;Judaica westfalica regionalia;;;2010-;;290;
1803;019895186;zdb;Studia judaica;półrocznik;JUDAICA;1998-;;290;1506-9729
1804;014209772;zdb;Union list of serials in Israel libraries;natural sciences and technology (excluding clinical medicine) = Rešîmat kitvêʿēt be-sifriyyôt Yiśrāʾēl;JUDAICA;1964-;;020;0082-7665
1805;023268069;zdb;Judaica rossica;izdanie Project Judaica;7,7;2001-2006;;290;
1806;1021204927;zdb;Edice Judaica;;;2010-;;200;
1807;1024866246;zdb;Judaica Jerusalem;Auction;7,7;2012-;;020;
1809;1017253552;zdb;Studia Judaica;Forschungen zur Wissenschaft des Judentums;6,23;2010-;;290;
1810;1017361274;zdb;Colloquia Judaica;;;2011-;;290;
1811;98444419X;zdb;Judaica aus den Ländern der Böhmischen Krone;;;2006-;;940;
1812;019553579;zdb;Gerações, Brasil;boletim da Sociedade Genealógica Judaica do Brasil;7,7;1995-;;730;
1813;023008067;zdb;Derekh;judaica urbinatensia;7,7;2002-2005;;290;
1814;026090589;zdb;Studia judaica;;;2003-;;290;
1815;012923079;zdb;Biblioteca [Iudaica] Judaica;;;1974-;;290;
1816;010337091;zdb;The Judaica collector;journal of the Judaica Philatelic Society;JUDAICA;1981-1997;;380;0269-140X
1817;01534178X;zdb;Italia iudaica;atti del ... convegno internazionale;;1983-;;290;
1818;015377415;zdb;Judaica;Zeitschr. für Geschichte, Literatur, Kunst u. Bibliographie;;1935-1935;;290;
1819;01541728X;zdb;Judaica;catalogo dei libri d'argomento ebraico in lingua italiana;;1986-;;290;
1820;014114313;zdb;Bibliographic and reference handbooks in Judaica;;;1979-;;290;
1821;014556138;zdb;Bibliographica Judaica [Iudaica];a bibliographic series of the Library of Hebrew Union College - Jewish Institute of Religion;;1969-;;290;0067-6853
1822;014581000;zdb;Scripta [iudaica] judaica;;;1957-;;290;
1823;014473178;zdb;Judaica book news;JBN;JUDAICA;1970-;;290;0022-5754
1824;014575965;zdb;Yale Judaica series;;;1948-;;290;0084-3369
1825;014582538;zdb;Judaica;texts and translations;;1965-1979;;290;
1826;014584042;zdb;Studies in judaica;;;1963-1976;;290;
1827;01532849X;zdb;Judaica;;JUDAICA;1933-;;290;
1828;015046982;zdb;Catalogue des doctorats hebraica-judaica;;JUDAICA;1993-;;890;
1829;978429648;zdb;Hungaria Judaica;az MTA Judaisztikai Kutatócsoport kiadványai;7,52;1991-;;290;0865-1345
1830;975258664;zdb;Studia Judaica Cracoviensia;;;2004-;;290;
1832;105270221X;zdb;Die jüdischen Friedhöfe im Saarland;;;2003-;;290;
1833;1031946543;zdb;Judaica Lublinensia;zakład kultury i historii żydów;;2003-;;290;
1836;983789886;zdb;Studies in Judaica and the Holocaust;;63;1986-;;290;0884-6952
1837;1000466736;zdb;Biblioteca judaica;;;2009-;;290;
1838;1009935860;zdb;Wertvolle ältere Judaica und Hebraica;;JUDAICA;1922-;;290;
1839;1010153951;zdb;Monograph / University of Sydney, Archive of Australian Judaica;;;2010-;;290;
1840;011912502;zdb;Bar-Îlān;"sēfer haš-šānā le-maddāʿê hay-yahadût we-hā-rûaḥ šel hā-Ûnîversîtā Bar-Îlān = Bar-Ilan : annual of Bar-Ilan University ; studies in Judaica and the humanities";;1967-1969;;290;
1841;012032344;zdb;Beginnings;early American Judaica;;1975-1975;;290;
1842;010242392;zdb;Casual bulletin / The University of Sydney, Archive of Australian Judaica;;7,7;1983-;;290;0814-8228
1843;010291881;zdb;Resenha judaica;maior tiragem e melhor communicação;JUDAICA;1970-1997;;290;
1844;010295860;zdb;Archive of Australian Judaica holdings;to ...;JUDAICA;1985-;;020;
1845;010304614;zdb;Herança judaica;edição trimestral;7,7;1969-2004;;290;
1846;1127873660;zdb;Reihe Judaica;;;1989-[1994?];;900;
1847;1164505513;zdb;Historia judaica;Miszellen zur jüdischen Geschichte (Mittelalter und Frühe Neuzeit);0;[2016]-;;900;2625-8234
1848;1179797604;zdb;Judaica;collana di storia, letteratura e cultura ebraica;;2016-;;290;
1849;1186156546;zdb;Judaica;studi e ricerche di cultura ebraica;INTRECHT;[2018]-;;340;
1850;1218251824;zdb;Romania Judaica;Studien zur jüdischen Kultur in den romanischen Ländern;;[2001?]-;;290;
1851;1247577716;zdb;Wertvolle ältere Judaica und Hebraica;;JUDAICA;1922;;290;
1852;1266503846;zdb;Documenta [Iudaica] Judaica;;;1936-1938;;290;
1853;1243677244;zdb;Alemannia Judaica;Arbeitsgemeinschaft für die Erforschung der Geschichte der Juden im süddeutschen und angrenzenden Raum;;2021-;;290;
1854;1258982498;zdb;Sino-Judaica;occasional papers of the Sino-Judaic Institute;;[1991-1995?];;;1063-6277
1855;023141085;zdb;Judaica latinoamericana;estudios históricos, sociales y literarios;7,7;1988-;;290;0793-8373
1856;1042958149;zdb;Tiroš;trudy po iudaike, slavistike, orientalistike = Tirosh : jewish, slavic and oriental studies;OST;1998-;;320;2658-3380
1857;1081212225;zdb;Judaica Petropolitana;Scholarly journal = naucno-teoreticeskij zurnal;JUDAICA;2013-;;290;2307-9053
1858;981074456;zdb;Studia judaica cracoviensia;;;2002-;;900;
1859;987865110;zdb;Studia Judaica Cracoviensia;;;2003-;;100;
1860;1031969721;zdb;Acta Judaica Lodziensia;studia i materiały;JUDAICA;2011-2011;;290;2299-4467
1861;024381209;zdb;IJS studies in Judaica;conference proceedings of the Institute of Jewish Studies, University College London;;2002-;;290;1570-1581
1862;02462585X;zdb;Studia Judaica Cracoviensia;;;2001-;;290;
1863;1020455837;zdb;Judaica Lublinensia;;;2001-;;290;
1864;1154541576;zdb;Hereditas polono-judaica;;;1992-;;400;
1865;017673151;zdb;Edícia Judaica slovaca;;;1993-;;940;
1866;017673100;zdb;Acta judaica slovaca;;7,41;1993-;;290;
1867;017759528;zdb;Meḥqārīm u-meqōrōt / Bēt ham-Midrāš le Rabbānīm be-Amerīqa;me'assēf le-maddā'ē haj-jahadūt = Texts and studies;;1977-1990;;290;
1868;01808365X;zdb;Studia polono-judaica;= Ḥeqer yahadût Pôlîn;0;1992-2000;;290;1230-0306
1869;026757664;zdb;Hispaniah Yudaʾiḳah;= Hispania Judaica Bulletin : articles, reviews, bibliography and manuscripts on Sefarad;JUDAICA;1998-;;290;1565-0073
1870;015358607;zdb;Neuerwerbungen Hebraica / Stadt- und Universitätsbibliothek Frankfurt am Main, Sammlung Judaica, Sondersammelgebiet Judentum und Israel;;JUDAICA;1985-1994;;290;0178-4501
1871;1014475635;zdb;Judaica et Holocaustica;peer-reviewed scientific journal : recenzovaný vedecký časopis;;2010-;;940;2644-7045
1872;014593637;zdb;Schriftenreihe / Germania Judaica, Kölner Bibliothek zur Geschichte des Deutschen Judentums;;;1959-1962;;290;0531-0180
1873;015957284;zdb;Bestandskatalog / Germania Judaica, Kölner Bibliothek zur Geschichte des Deutschen Judentums;;;1988-;;020;0934-5981
1875;019336721;zdb;Historia academica [Iudaica] Judaica;;;1990-;;370;
1876;989841057;zdb;Bibliotheca judaica;;;1994-;;290;
1878;015007049;zdb;Studia Judaica;;JUDAICA;1991-2017;;290;1221-5163
1879;01167234X;zdb;Bar-Îlān;sēfer haš-šānā le-maddāʿê hay-yahadût we-hā-rûaḥ šel hā-Ûnîversîṭā Bar-Īlān = Bar-Ilan : annual of Bar-Ilan University, studies in judaica and the humanities;1;1963-;;370;0067-4109
1880;014136163;zdb;Scripta Universitatis atque Bibliothecae Hierosolymitanarum;;25;1923-1923;;890;
1881;1058985566;zdb;Orientalia Judaica Christiana$dChristian Orient and its Jewish heritage;;NAHOST;2008-;;;1942-1281
1882;015223914;zdb;Judaica;Zeitschr. für Geschichte, Literatur, Kunst u. Bibliographie;JUDAICA;1934-1937;;290;
1883;1243706392;zdb;Dr.-Erich-Bloch-und-Lebenheim-Bibliothek (Judaica);Konstanz;;2021-;;290;
1884;1154414531;zdb;Ars Judaica;the Bar-Ilan journal of Jewish art;ROM;[2016?]-;;290;2516-4252
1885;011005653;zdb;Collection Franco-Judai͏̈ca;;;1972-;;290;0755-9119
1886;026990393;zdb;Arbeitsinformationen über Studienprojekte auf dem Gebiet der Geschichte des deutschen Judentums und des Antisemitismus;;JUDAICA;2004;;943;0341-8340
1887;010723641;zdb;Encyclopaedia [Iudaica] Judaica;;;1971-1996;;050;
1888;01072365X;zdb;Encyclopaedia Judaica;;JUDAICA;1973-1992;;290;0303-7819
1889;977729117;zdb;Harvard Judaic texts and studies;;;[1983?]-;;290;
1891;011376791;zdb;Encyclopaedia Judaica;;7,7;1982-1994;;010;
1892;010188975;zdb;Newsletter / The Association of Libraries of Judaica and Hebraica in Europe;;JUDAICA;1982-1986;;290;
1893;1026104637;zdb;Visão judaica;;7,36;[2010]-;;290;
1894;011271930;zdb;Germania Iudaica;Bulletin der Kölner Bibliothek zur Geschichte des Deutschen Judentums;1;1960-1969;;020;
1895;021676593;zdb;Verzeichnis des Antiquarischen Bücherlagers von Joseph Jolowicz;Judaica und Hebraica;JUDAICA;1906-1908;;020;
1896;1221142402;zdb;Verzeichnis des antiquarischen Bücherlagers von Joseph Jolowicz;Buchhandlung und Antiquariat in Posen (Preussen) : Judaica und Hebraica;JUDAICA;1906;;020;
1897;975594575;zdb;Ars Judaica;the Bar-Ilan journal of Jewish art;JUDAICA;2005-;;290;1565-6721
1898;010209263;zdb;Magyar-zsidó oklevéltár;= Monumenta Hungariae Judaica;7,52;1903-;;290;
1899;010267204;zdb;Judaica librarianship;;7,7;1983-2011;;290;0739-5086
1900;993321615;zdb;Iberia judaica;;7,34;2009-;;290;2171-2182
1901;014466627;zdb;Judaica-Zeitschriften in der Stadt- und Universitätsbibliothek Frankfurt am Main;;JUDAICA;1975-1975;;290;
1902;017741491;zdb;Fachkatalog Judaica;;;1977-;;010;
1903;1054193908;zdb;Studia Judaica;Forschungen zur Wissenschaft des Judentums;;2014-;;290;0585-5306
1904;988773430;zdb;Nouvelle Gallia judaica;;;1999-;;940;
1905;012944750;zdb;Judaica et Christiana;;;1976-;;290;0171-676X
1906;551991798;zdb;Konstanzer Schriften zur Schoáh und Judaica;;;1992-;;940;0942-6043
1909;980264359;zdb;Oracula;revista eletrônica do Grupo Oracula de Pesquisas em Apocalíptica Judaica e Cristã, Universidade Metodista de São Paulo;JUDAICA;2005-;;290;1807-8222
1910;1058228676;zdb;Judaica petropolitana;naučno-teoretičeskij žurnal;JUDAICA;2013-;;290;2542-1794
1911;1195197810;zdb;Studia Judaica;;OST;[2014?]-;;290;
1912;1219918490;zdb;Judaica: neue digitale Folge;;0;[2020]-;;;2673-4273
1914;1263230385;zdb;Judaica;Beiträge zum Verstehen des Judentums;;[1945-2018];;;
1915;1117494179;zdb;Conditio Judaica;Studien und Quellen zur deutsch-jüdischen Literatur- und Kulturgeschichte;;1992-;;940;
1916;991705750;zdb;Online responsa project;;7,6;2008-;;290;
1917;1128842076;zdb;Judaica;;0;[2010?]-;;290;
1918;1010101986;zdb;Alemannia Judaica;Arbeitsgemeinschaft für die Erforschung der Geschichte der Juden im Süddeutschen und Angrenzenden Raum;8,1;2003-;;290;
1919;988805898;zdb;Rachel;"le catalogue collectif du Réseau Européen des Bibliothèques Judaica et Hebraica ; the On-line Catalog of the European Network of Judaica and Hebraica Libraries";JUDAICA;2004-;;290;
1920;1212368258;zdb;Archiv Bibliographia Judaica;deutschsprachiges Judentum Online : bio-bibliographische Sammlung, 18.-20. Jh.;NY 9000;2020-;;230;
1921;1163280380;zdb;Judaica-Portal;;0;2017-;;290;
1922;015161900;zdb;Musica [iudaica] judaica;journal of the American Society for Jewish Music;9,2;1975-;;290;0147-7536
1923;1279554487;zdb;Catalog of catalogs online;a bibliography of temporary exhibition catalogs since 1876 that contain items of Judaica;;2022-;;230;
1924;1199119555;zdb;Library of the Haskala;;;2010-;;290;
1925;1219748684;zdb;Judaica Americana;;JUDAICA;[2020?]-;Singerman, Robert;290;
1926;012270423;zdb;Judaica [Iudaica] Bohemiae;;JUDAICA;1965-;;296.0943705;0022-5738
1927;1279141972;zdb;Verzeichnis der im Jahre ... erworbenen Bücher;(Judaica);;[1913?];;290;
1929;013909339;zdb;Zeitschriftenverzeichnis Judaica;Bestände der Sondersammelgebietsbibliothek;24,1;1984-1992;;290;
1930;997772077;zdb;Encyclopaedia Judaica;;1;2007-;;290;
1931;026911337;zdb;Judaica Bohemiae;;OST;1965-;;290;2571-0974
1933;1013705521;zdb;Scripta judaica cracoviensia;studia z historii, kultury i religii żydów;;2002-;;290;
1934;011049871;zdb;Bibliotheca [iudaica] judaica;;;1974-;;290;
1935;017128153;zdb;Judaica;;;1979-;;050;
1936;96199794X;zdb;Minima judaica;;;2001-;;290;
1937;979777437;zdb;Juristische Zeitgeschichte;;;2005-;;340;
1938;999486020;zdb;Judaica Olomucensia;;;2009-;;290;
1939;01994456X;zdb;Romania Judaica;Studien zur jüdischen Kultur in den romanischen Ländern;;1998-;;290;1435-098X
1940;985751991;zdb;Franconia judaica;;;2007-;;943;1864-6484
1941;011068922;zdb;Studia Judaica Austriaca;;;1974-;;050;
1942;01458252X;zdb;Documenta [iudaica] judaica;;;1967-;;290;
1943;019181833;zdb;Campus Judaica;;;1995-;;290;
